run_id,study,stage,name,method,seed,beta,h,w,n_dim,a,beta_h,opes_barrier,opes_pace,opes_sigma,opes_gamma,opes_gamma_from_barrier,n_steps,n_replicas,had_nan,l2_f_common,l2_fp_common,l2_f_native,l2_fp_native,primary_estimator,l2_f_compact,l2_fp_compact,l2_f_transition,l2_fp_transition,l2_f_stretched,l2_fp_stretched,integrated_l2_f,normalized_anytime_l2_f,tau_abs,tau_rel,marginal_kl,marginal_tv,marginal_entropy,min_density,covered_fraction,marginal_l2_ref,marginal_l2_uniform,n_round_trips,n_barrier_crossings,n_compact_to_stretched,n_stretched_to_compact,first_passage_step,iat_frac_compact,mixing_ess,opes_neff_frac_final,opes_neff_frac_min,opes_n_kernels_final,opes_bias_range_final,opes_max_bias,opes_sigma_cur_final,runtime_seconds,wall_seconds,budget,force_evaluations,device,cuda_visible_devices
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,50,0.05,64.0,,40000,0,False,0.31246053049110567,2.6594700811099874,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.945283137261868,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,50,0.08,64.0,,40000,0,False,0.42126468653718036,3.1575085908650387,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.931785211898386,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,8.0,50,0.12,64.0,,40000,0,False,0.45459065634002704,3.4494840249776413,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.943139215931296,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,21,8.0,,,,,,3.0,100,0.03,24.0,,40000,0,False,0.21314790725382513,1.9386462823697421,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.704167764633894,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,21,8.0,,,,,,3.0,100,0.05,24.0,,40000,0,False,0.2875476271118886,2.2858048282736645,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.687206748872995,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,21,8.0,,,,,,3.0,100,0.08,24.0,,40000,0,False,0.40762226370173654,3.068713909694005,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.23416663520038,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,21,8.0,,,,,,3.0,100,0.12,24.0,,40000,0,False,0.48755817555098635,3.8912750468587523,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.968475124798715,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,21,8.0,,,,,,3.0,200,0.03,24.0,,40000,0,False,0.21692425032742538,1.9403675505750002,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.720283130183816,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,21,8.0,,,,,,3.0,200,0.05,24.0,,40000,0,False,0.28911972691906695,2.290660132766517,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.721027940511703,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,21,8.0,,,,,,3.0,200,0.08,24.0,,40000,0,False,0.4072008515905468,3.064603629260968,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.94639292638749,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,21,8.0,,,,,,3.0,200,0.12,24.0,,40000,0,False,0.48738426374502497,3.8915049559556936,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.01041867956519,nan,nan,0.0,,
