cell_id,system,stage,cell_label,abf_n_seeds,abf_mean_final_l2_F,equiv_margin_abs,estimated_n,uniform_n,oracle_n,estimated_final_l2_F_median,uniform_final_l2_F_median,oracle_final_l2_F_median,estimated_int_l2_F_median,uniform_int_l2_F_median,oracle_int_l2_F_median,estimated_final_l2_Fp_median,uniform_final_l2_Fp_median,oracle_final_l2_Fp_median,estimated_ancestor_ess_median,uniform_ancestor_ess_median,oracle_ancestor_ess_median,estimated_event_fraction_median,uniform_event_fraction_median,oracle_event_fraction_median,estimated_winrate_vs_abf,uniform_winrate_vs_abf,oracle_winrate_vs_abf,est_minus_uni_mean_diff,est_minus_uni_ci_lo,est_minus_uni_ci_hi,est_minus_uni_verdict,orc_minus_uni_mean_diff,orc_minus_uni_ci_lo,orc_minus_uni_ci_hi,orc_minus_uni_verdict,orc_minus_est_mean_diff,orc_minus_est_ci_lo,orc_minus_est_ci_hi,orc_minus_est_verdict,verdict_triple,classification,classification_note,oracle_direction_vs_estimated,oracle_effect_pct_of_abf
twodim|prod|g0.1_eta0.1_bi0_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.1_bi0_fe5,5,0.013861218706956618,0.000693060935347831,5,5,5,0.0124490580743742,0.013162808776272,0.0115351943828485,16.151852180048426,15.32936936337718,14.375002873286713,0.0718760369829421,0.0783927528318842,0.0638663275978267,778.0,769.0,756.0,1.3850503382855096e-05,1.40502521480812e-05,1.4900252267580072e-05,0.6,0.4,1.0,0.0007858209949943001,-0.0009750634492696204,0.002978460294083221,UNDERPOWERED,-0.0017098782710112605,-0.00279356087774672,-0.000523132975765541,UNDERPOWERED,-0.0024956992660055606,-0.00555754599469546,-0.000722675496015,DIFFERENT,UNDERPOWERED/UNDERPOWERED/DIFFERENT,U,underpowered:UNDERPOWERED/UNDERPOWERED/DIFFERENT,oracle_BETTER,-18.0049050431116
twodim|prod|g0.1_eta0.1_bi0.2_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.1_bi0.2_fe5,5,0.013861218706956618,0.000693060935347831,5,5,5,0.0186232180995276,0.0145540986104395,0.0135793953755804,16.024733040193684,15.128912049716456,15.057309681708622,0.1001475712389818,0.0805747953974224,0.0701968062123552,853.0,849.0,850.0,1.0875314671920933e-05,1.1313756937170183e-05,1.1126256930538148e-05,0.2,0.4,0.8,0.003502962957348339,-0.000591382906797841,0.006782058883467038,UNDERPOWERED,-0.0011472730470513605,-0.0028120845309620415,0.00011269037920525992,UNDERPOWERED,-0.0046502360043997,-0.007170851939856279,-0.0019069127411386597,DIFFERENT,UNDERPOWERED/UNDERPOWERED/DIFFERENT,U,underpowered:UNDERPOWERED/UNDERPOWERED/DIFFERENT,oracle_BETTER,-33.54853640730635
twodim|prod|g0.1_eta0.1_bi0.4_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.1_bi0.4_fe5,5,0.013861218706956618,0.000693060935347831,5,5,5,0.0123276446526955,0.0133690186208728,0.0125915264855636,16.573302744438667,15.505749494281693,15.591968571820471,0.0747540123438476,0.0748254314615467,0.0681766483569295,893.0,897.0,892.0,9.834171434401166e-06,9.58500890343809e-06,1.0250419412235107e-05,0.8,0.4,0.8,-0.0004761808292533604,-0.0027914884735744804,0.002344985296235759,UNDERPOWERED,-0.00105201391413422,-0.0020780767982557,5.9068447829279876e-05,UNDERPOWERED,-0.0005758330848808595,-0.0028954116997805387,0.0013242968482818599,UNDERPOWERED,UNDERPOWERED/UNDERPOWERED/UNDERPOWERED,U,underpowered:UNDERPOWERED/UNDERPOWERED/UNDERPOWERED,oracle_BETTER,-4.15427457754391
twodim|prod|g0.1_eta0.15_bi0_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.15_bi0_fe5,5,0.013861218706956618,0.000693060935347831,5,5,5,0.0128311583909947,0.0137633368539476,0.0117893501229171,15.883102680994185,15.78670148273772,15.336014127491676,0.0774605208874518,0.0811159473277683,0.0679946892576549,784.0,778.0,777.0,1.2550754522635543e-05,1.3250503375275002e-05,1.3400252141764213e-05,0.6,0.6,1.0,-0.0003418928261302204,-0.00328420729118256,0.0025684497264263396,UNDERPOWERED,-0.00226167709734042,-0.0045090329141828,-0.0003890671029499998,UNDERPOWERED,-0.0019197842712101998,-0.00395206642481722,0.0003832863980919206,UNDERPOWERED,UNDERPOWERED/UNDERPOWERED/UNDERPOWERED,U,underpowered:UNDERPOWERED/UNDERPOWERED/UNDERPOWERED,oracle_BETTER,-13.850039536903818
twodim|prod|g0.1_eta0.15_bi0.2_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.15_bi0.2_fe5,5,0.013861218706956618,0.000693060935347831,5,5,5,0.0139931543977965,0.0141263314479112,0.0118659668914874,15.361538634490143,15.784817507986372,15.123933549588868,0.0819630401392977,0.0822019991185187,0.0680671865393239,856.0,860.0,873.0,1.0062814612865623e-05,1.00631287637043e-05,9.562814625496683e-06,0.4,0.2,0.8,0.0001780960042089795,-0.0021687090374501805,0.0034153099662505397,UNDERPOWERED,-0.00206283059349098,-0.00297984968510202,-0.00073234560384858,DIFFERENT,-0.0022409265976999597,-0.0041987941678987,-0.0007061101919816195,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-16.16688002026324
twodim|prod|g0.1_eta0.15_bi0.4_fe5,metastability_toy_2D,production_gpu,g0.1_eta0.15_bi0.4_fe5,5,0.013861218706956618,0.000693060935347831,5,5,5,0.0135293172463779,0.0148267291242522,0.0121086007410564,14.837200126865866,15.322116908954342,15.79373873725368,0.0737321271326297,0.0816140213183254,0.0724912336908294,912.0,909.0,909.0,8.16834220434733e-06,8.000419256859459e-06,8.16708591173665e-06,0.8,0.4,1.0,-0.00206550390139904,-0.0029813828685441397,-0.0011480981608235,DIFFERENT,-0.00282065293932282,-0.004449092796092359,-0.0012818917353909006,DIFFERENT,-0.0007551490379237802,-0.0018255392759290198,0.000873807406248539,UNDERPOWERED,DIFFERENT/DIFFERENT/UNDERPOWERED,U,underpowered:DIFFERENT/DIFFERENT/UNDERPOWERED,oracle_BETTER,-5.447926721946813
twodim|prod|POOLED_36cfg,metastability_toy_2D,production_gpu,POOLED over 36 matched FR configs,180,0.01386121870695662,0.000693060935347831,180,180,180,0.013383363907927149,0.01375720889279015,0.0127626801564864,15.494640374053485,15.67575759342311,15.342926291584039,0.07496605827912756,0.0766427729960639,0.0691356851076019,943.5,939.5,943.5,3.87500023331692e-06,4.041792529581774e-06,3.350251465690235e-06,0.5722222222222222,0.5,0.6777777777777778,-0.00020460754892022672,-0.0006421169893043747,0.00024104262520223705,EQUIVALENT,-0.0008703110944147995,-0.0012926565359174067,-0.00045151891145147314,UNDERPOWERED,-0.0006657035454945727,-0.001076225255979526,-0.00025759234755394066,UNDERPOWERED,EQUIVALENT/UNDERPOWERED/UNDERPOWERED,U,underpowered:EQUIVALENT/UNDERPOWERED/UNDERPOWERED,oracle_BETTER,-4.802633589212987
eb|stage0_reproduce,entropic_bottleneck,stage0_reproduce,stage0_reproduce,5,0.20543437953589283,0.010271718976794643,5,5,5,0.0953516993998515,0.1037823071431004,0.2687836878321821,6.288365213962784,6.465602306587583,11.837916076860845,1.0909627970849958,1.1949119024314243,2.227522647221389,24.0,22.0,25.0,0.017521484375,0.01715625,0.0135185546875,1.0,1.0,0.0,-0.0059988084835949805,-0.011833998233039258,-0.00016361873415070283,UNDERPOWERED,0.1662437852254465,0.16307253117772177,0.16906408656223024,DIFFERENT,0.17224259370904144,0.16604739877370583,0.1780244400449098,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_WORSE,83.84312017207799
edb|main|phi0,entropy_dominant_bottleneck,main_sweep,phi=0,20,0.04637629231094971,0.0023188146155474856,20,20,20,0.03991905099224255,0.040147722799879,0.0489646525081369,1.9721250665719565,1.9513484019100127,2.1167561149076155,0.11096763521887475,0.11286797568488885,0.14826201596500085,97.0,97.5,115.5,0.007290771484375,0.007243041992187499,0.0055733642578125,1.0,1.0,0.05,-2.4954615874039215e-05,-0.0003269365399808079,0.00029013343351710913,EQUIVALENT,0.01002570139529423,0.008779815015220585,0.011308453692224458,DIFFERENT,0.01005065601116827,0.00875704047469847,0.0114245822333113,DIFFERENT,EQUIVALENT/DIFFERENT/DIFFERENT,B,"est~uni, oracle differs",oracle_WORSE,21.671969686104575
edb|main|phi0.25,entropy_dominant_bottleneck,main_sweep,phi=0.25,20,0.03611654914293061,0.0018058274571465306,20,20,20,0.03507894872427805,0.03386519939783695,0.0379693500006625,1.8116448026697949,1.7387879024481774,1.741526648809323,0.08805043259308659,0.08531585669188635,0.1017588682740192,108.5,114.0,118.5,0.0061292724609375,0.0059832763671875,0.005714111328125,0.75,0.8,0.3,0.0007948015504887749,0.0002181811221565771,0.0013705069837843514,EQUIVALENT,0.003717593594803665,0.0029401376084614624,0.0044702516342611616,DIFFERENT,0.0029227920443148903,0.002083452511043281,0.0037563516895801263,DIFFERENT,EQUIVALENT/DIFFERENT/DIFFERENT,B,"est~uni, oracle differs",oracle_WORSE,8.09266697310419
edb|main|phi0.5,entropy_dominant_bottleneck,main_sweep,phi=0.5,20,0.02897709584155233,0.0014488547920776165,20,20,20,0.03171000613971105,0.0331614496993779,0.0251436810321913,1.931852718124171,2.051524040480384,1.5002586259340815,0.0833150675419618,0.08630942020491819,0.0734330462987581,117.5,116.5,119.5,0.0057390136718749995,0.0056678466796875,0.0058267822265625,0.2,0.15,0.95,-0.0009517415018121353,-0.0021332017533356195,0.0002737209855164149,UNDERPOWERED,-0.007214895235020065,-0.008549580607409077,-0.005875960820555244,DIFFERENT,-0.006263153733207931,-0.007530583534915368,-0.004975255125876189,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-21.61415266545361
edb|main|phi0.75,entropy_dominant_bottleneck,main_sweep,phi=0.75,20,0.024879695834398117,0.0012439847917199058,20,20,20,0.026314923984968153,0.0250859284141738,0.01389806629637735,2.026776405221275,1.9201012436476088,1.222920461747984,0.0864471476840098,0.08643522224578495,0.06900603414780715,117.5,120.5,121.0,0.0056180419921874995,0.00556640625,0.0056921386718749994,0.35,0.45,1.0,3.318164564222962e-05,-0.002686821789296673,0.0026718696007910245,UNDERPOWERED,-0.011641660835794465,-0.013861119728593463,-0.009702459767827227,DIFFERENT,-0.011674842481436696,-0.013492342399796914,-0.009955283711632025,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-46.925181719043835
edb|main|phi0.9,entropy_dominant_bottleneck,main_sweep,phi=0.9,20,0.0312018078994122,0.0015600903949706101,20,20,20,0.02635628327320885,0.028414496131310252,0.01778119029877465,2.1080129920709894,2.1708132236641333,1.430299249213458,0.14329704807153415,0.1439513888830665,0.12510257559910515,116.5,115.0,113.0,0.005574462890625,0.0055731201171875,0.0059283447265625,0.75,0.7,1.0,-0.0010089167691484696,-0.003500203619704875,0.001523743882139072,UNDERPOWERED,-0.009958730224203816,-0.011832115251324507,-0.008074197862582675,DIFFERENT,-0.008949813455055345,-0.010863462145026186,-0.007152290283228242,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-28.683637447892718
edbema|phi0.5|ema0.00025,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.00025",20,0.028558963182436826,0.0014279481591218414,20,20,20,0.03416634914769745,0.032909829050776815,0.024642480036667903,3.700201081232311,1.9826489101242617,1.4518519616648338,0.0821290676955105,0.08397166767845732,0.07331541717755588,99.5,117.5,116.5,0.01990673828125,0.005658691406249999,0.00581689453125,0.2,0.1,0.95,0.0009016069254224072,-0.0009390463447835022,0.0026601916968508684,UNDERPOWERED,-0.007499782537188292,-0.008907990399723486,-0.0060993240473211285,DIFFERENT,-0.008401389462610698,-0.009669051439626973,-0.007065227217890577,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-29.417697725726192
edbema|phi0.75|ema0.00025,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.00025",20,0.02299300666255015,0.0011496503331275075,20,20,20,0.0319904527310056,0.025976688625424453,0.014027515058912667,2.7589264662578725,1.899932823315329,1.1617093243447225,0.10393586916870345,0.08599723635698897,0.06922458944272447,110.5,119.0,113.0,0.01285693359375,0.005569091796875,0.005693481445312501,0.0,0.25,1.0,0.006286281772569869,0.0043120228612956845,0.008294981993857805,DIFFERENT,-0.011750853564597739,-0.0131444409853382,-0.010325311891111692,DIFFERENT,-0.01803713533716761,-0.01960643131368203,-0.01656334934823917,DIFFERENT,DIFFERENT/DIFFERENT/DIFFERENT,C,all_different,oracle_BETTER,-78.44617975319245
edbema|phi0.9|ema0.00025,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.00025",20,0.03135232919814268,0.001567616459907134,20,20,20,0.034180957414694305,0.02829649092778765,0.017518484526553177,2.586867897362032,2.179984224502295,1.358681264742032,0.1708969407957202,0.14397888934970915,0.12619942605231954,117.0,120.5,110.5,0.0068536376953124995,0.0055523681640625,0.0059276123046875,0.25,0.75,1.0,0.004881850341611567,0.002797802462006798,0.006971843056957335,DIFFERENT,-0.010979452532043929,-0.013122356725362501,-0.008837356671999712,DIFFERENT,-0.015861302873655496,-0.017435779024266882,-0.014074996455881932,DIFFERENT,DIFFERENT/DIFFERENT/DIFFERENT,C,all_different,oracle_BETTER,-50.590508837203465
edbema|phi0.5|ema0.0005,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.0005",20,0.0285589356235016,0.0014279467811750802,20,20,20,0.0325395249318224,0.032909829050776815,0.024642480036667903,2.751362038135812,1.9826489101242617,1.4518519616648338,0.08523708084795245,0.08397166767845732,0.07331541717755588,110.5,117.5,116.5,0.012898559570312499,0.005658691406249999,0.00581689453125,0.1,0.1,0.95,-5.466362809257094e-06,-0.001565491527230466,0.0015208158909733557,UNDERPOWERED,-0.007499782537188292,-0.008910605781352133,-0.006082584726641997,DIFFERENT,-0.007494316174379035,-0.008407090336102927,-0.006496934749908168,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-26.24158082492347
edbema|phi0.75|ema0.0005,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.0005",20,0.022992971509246393,0.0011496485754623196,20,20,20,0.0289357656802493,0.025976688625424453,0.014027515058912667,2.1443573029615792,1.899932823315329,1.1617093243447225,0.09938247838047196,0.08599723635698897,0.06922458944272447,115.5,119.0,113.0,0.0089786376953125,0.005569091796875,0.005693481445312501,0.1,0.25,1.0,0.0027821260241815784,0.001153253380051164,0.004386470333181962,DIFFERENT,-0.011750853564597739,-0.013113822536904626,-0.010306628654852986,DIFFERENT,-0.014532979588779318,-0.016021624032985148,-0.013012011284790074,DIFFERENT,DIFFERENT/DIFFERENT/DIFFERENT,C,all_different,oracle_BETTER,-63.206182736907344
edbema|phi0.9|ema0.0005,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.0005",20,0.03135232919776082,0.001567616459888041,20,20,20,0.0268264462812578,0.02829649092778765,0.017518484526553177,2.1755347743202447,2.179984224502295,1.358681264742032,0.1561727651363967,0.14397888934970915,0.12619942605231954,118.5,120.5,110.5,0.0061258544921875,0.0055523681640625,0.0059276123046875,1.0,0.75,1.0,-0.0013179080583410544,-0.003704709652556148,0.0008790164964590897,UNDERPOWERED,-0.010979452532043929,-0.013235291476791408,-0.008887802299670695,DIFFERENT,-0.009661544473702873,-0.01100546133856534,-0.008410522664000102,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-30.816034154147946
edbema|phi0.5|ema0.001,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.001",20,0.028558980219501706,0.0014279490109750854,20,20,20,0.03257186566763545,0.032909829050776815,0.024642480036667903,2.2209294042970997,1.9826489101242617,1.4518519616648338,0.08678177959133876,0.08397166767845732,0.07331541717755588,118.5,117.5,116.5,0.0090655517578125,0.005658691406249999,0.00581689453125,0.15,0.1,0.95,-0.00043178671595623123,-0.0019775038046706125,0.0011332318172661254,UNDERPOWERED,-0.007499782537188292,-0.008907948057728855,-0.00607129004207328,DIFFERENT,-0.00706799582123206,-0.008471877424230051,-0.00558996231805451,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-24.748768222492863
edbema|phi0.75|ema0.001,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.001",20,0.022993006045532047,0.0011496503022766023,20,20,20,0.02915881054849625,0.025976688625424453,0.014027515058912667,2.094943773180757,1.899932823315329,1.1617093243447225,0.09814898908792695,0.08599723635698897,0.06922458944272447,114.0,119.0,113.0,0.0068521728515625,0.005569091796875,0.005693481445312501,0.15,0.25,1.0,0.0022083481465895987,-0.00016033155610713974,0.0045602591844382655,UNDERPOWERED,-0.011750853564597739,-0.013119916179423732,-0.01033671329258182,DIFFERENT,-0.013959201711187339,-0.015344449429809384,-0.012485774685230641,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-60.71064254732305
edbema|phi0.9|ema0.001,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.001",20,0.03135232926877586,0.0015676164634387932,20,20,20,0.0262240994896391,0.02829649092778765,0.017518484526553177,2.006639800282054,2.179984224502295,1.358681264742032,0.15191583288281596,0.14397888934970915,0.12619942605231954,113.5,120.5,110.5,0.0058331298828125,0.0055523681640625,0.0059276123046875,0.85,0.75,1.0,-0.0027316205161702096,-0.005091396293415389,-0.00030026106224474426,UNDERPOWERED,-0.010979452532043929,-0.013193017473876465,-0.00891780694153568,DIFFERENT,-0.008247832015873719,-0.009688881611686592,-0.006837446903417798,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-26.306919480103282
edbema|phi0.5|ema0.002,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.002",20,0.02855897098457959,0.0014279485492289796,20,20,20,0.0319405264142098,0.032909829050776815,0.024642480036667903,1.9957025827239068,1.9826489101242617,1.4518519616648338,0.0826611908644723,0.08397166767845732,0.07331541717755588,120.5,117.5,116.5,0.006865234375,0.005658691406249999,0.00581689453125,0.15,0.1,0.95,-0.0005871115099717276,-0.0023325361798954823,0.0012507856414105138,UNDERPOWERED,-0.007499782537188292,-0.00892622744907169,-0.006077704272674717,DIFFERENT,-0.006912671027216563,-0.008063384358994341,-0.0058377180830972005,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-24.204902308801874
edbema|phi0.75|ema0.002,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.002",20,0.022992995361835612,0.0011496497680917807,20,20,20,0.02600927165579275,0.025976688625424453,0.014027515058912667,1.9795098292979278,1.899932823315329,1.1617093243447225,0.0887878673099405,0.08599723635698897,0.06922458944272447,119.0,119.0,113.0,0.0059866943359375,0.005569091796875,0.005693481445312501,0.15,0.25,1.0,0.0004036720663456592,-0.0014575217483474802,0.002254397701856677,UNDERPOWERED,-0.011750853564597739,-0.01312747953475044,-0.010320481240472823,DIFFERENT,-0.012154525630943401,-0.013428747594078288,-0.010936888415187548,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-52.86186266587
edbema|phi0.9|ema0.002,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.002",20,0.031352330529279916,0.0015676165264639959,20,20,20,0.026592033120825302,0.02829649092778765,0.017518484526553177,2.049079946275905,2.179984224502295,1.358681264742032,0.14546693050181436,0.14397888934970915,0.12619942605231954,116.0,120.5,110.5,0.0056358642578125,0.0055523681640625,0.0059276123046875,0.9,0.75,1.0,-0.002286018290591424,-0.004696425026587357,-5.0798446097036966e-05,UNDERPOWERED,-0.010979452532043929,-0.013184305079297453,-0.008869468379331178,DIFFERENT,-0.008693434241452504,-0.01018061201992879,-0.007118399400253877,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-27.728191476336065
edbema|phi0.5|ema0.005,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.005",20,0.0285589830720613,0.0014279491536030651,20,20,20,0.03132629784436085,0.032909829050776815,0.024642480036667903,1.9537330791179284,1.9826489101242617,1.4518519616648338,0.08220065697869461,0.08397166767845732,0.07331541717755588,116.0,117.5,116.5,0.005745849609375,0.005658691406249999,0.00581689453125,0.15,0.1,0.95,-0.0007119436608789522,-0.002581243960568021,0.0011945972395118432,UNDERPOWERED,-0.007499782537188292,-0.008905835873944728,-0.0060818716631705835,DIFFERENT,-0.006787838876309339,-0.007867715947401223,-0.005735217961738217,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-23.7677891372461
edbema|phi0.75|ema0.005,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.005",20,0.02299300194997526,0.001149650097498763,20,20,20,0.026066541721121,0.025976688625424453,0.014027515058912667,1.9408029502953017,1.899932823315329,1.1617093243447225,0.0899733410233105,0.08599723635698897,0.06922458944272447,116.0,119.0,113.0,0.0055989990234375005,0.005569091796875,0.005693481445312501,0.15,0.25,1.0,0.00014724863090784853,-0.0016092796531648095,0.0018274845947823049,UNDERPOWERED,-0.011750853564597739,-0.0131127463499766,-0.010323301363690874,DIFFERENT,-0.011898102195505588,-0.013359336418725545,-0.010374797891109797,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-51.746623696165045
edbema|phi0.9|ema0.005,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.005",20,0.031352328971756195,0.0015676164485878099,20,20,20,0.0255232584301897,0.02829649092778765,0.017518484526553177,2.141907747985161,2.179984224502295,1.358681264742032,0.1421476279368747,0.14397888934970915,0.12619942605231954,119.0,120.5,110.5,0.005567138671874999,0.0055523681640625,0.0059276123046875,0.9,0.75,1.0,-0.0022975019967475694,-0.003613484931642079,-0.00108433511001016,UNDERPOWERED,-0.010979452532043929,-0.013191304047247505,-0.008907956584565585,DIFFERENT,-0.008681950535296358,-0.010166194218802807,-0.007221102318459141,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-27.691564933238325
edbema|phi0.5|ema0.01,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.01",20,0.02855899450987388,0.0014279497254936942,20,20,20,0.031542934273909154,0.032909829050776815,0.024642480036667903,1.8104159233939288,1.9826489101242617,1.4518519616648338,0.08457138246183629,0.08397166767845732,0.07331541717755588,119.0,117.5,116.5,0.0056546630859375,0.005658691406249999,0.00581689453125,0.2,0.1,0.95,-0.0007932881775879579,-0.00188571551238173,0.00027093379507419876,UNDERPOWERED,-0.007499782537188292,-0.008884286434669597,-0.006091740376391838,DIFFERENT,-0.006706494359600334,-0.008020081058265714,-0.005423462545100314,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-23.482949854140195
edbema|phi0.75|ema0.01,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.01",20,0.022993004656563235,0.0011496502328281618,20,20,20,0.02681778169437725,0.025976688625424453,0.014027515058912667,2.0660662473745184,1.899932823315329,1.1617093243447225,0.08843197287428745,0.08599723635698897,0.06922458944272447,116.5,119.0,113.0,0.0055753173828125,0.005569091796875,0.005693481445312501,0.1,0.25,1.0,0.001978372598355378,-0.00030530510091437323,0.004384645246426932,UNDERPOWERED,-0.011750853564597739,-0.013137110122589961,-0.010342849937832604,DIFFERENT,-0.01372922616295312,-0.015288047942856578,-0.012105846391174747,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-59.710448321220966
edbema|phi0.9|ema0.01,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.01",20,0.031352330233701826,0.0015676165116850914,20,20,20,0.026464987434078803,0.02829649092778765,0.017518484526553177,2.052359223662137,2.179984224502295,1.358681264742032,0.14193433681744475,0.14397888934970915,0.12619942605231954,120.5,120.5,110.5,0.0055687255859375,0.0055523681640625,0.0059276123046875,0.75,0.75,1.0,-0.0023283692752173396,-0.004327445962807408,-0.00034301901931294655,UNDERPOWERED,-0.010979452532043929,-0.013169730646161825,-0.008852854280596852,DIFFERENT,-0.008651083256826588,-0.010262290481467208,-0.007047896427634159,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-27.59311091820284
edbema|phi0.5|ema0.02,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.02",20,0.028558971836070167,0.0014279485918035084,20,20,20,0.03237110482238395,0.032909829050776815,0.024642480036667903,1.9549839905716773,1.9826489101242617,1.4518519616648338,0.0834726434968949,0.08397166767845732,0.07331541717755588,121.0,117.5,116.5,0.0056585693359375005,0.005658691406249999,0.00581689453125,0.15,0.1,0.95,-0.0002269800230607525,-0.0018407129182035301,0.00141782261090979,UNDERPOWERED,-0.007499782537188292,-0.008902929150411562,-0.006078323182447103,DIFFERENT,-0.007272802514127538,-0.008420571916467015,-0.006170236816250323,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-25.465911573686075
edbema|phi0.75|ema0.02,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.02",20,0.022993006596334346,0.0011496503298167174,20,20,20,0.0261443889516128,0.025976688625424453,0.014027515058912667,1.9457846978875744,1.899932823315329,1.1617093243447225,0.08930355724221735,0.08599723635698897,0.06922458944272447,117.0,119.0,113.0,0.005578125,0.005569091796875,0.005693481445312501,0.2,0.25,1.0,-0.00013587504698735572,-0.0023386110829469588,0.0019894894920739334,UNDERPOWERED,-0.011750853564597739,-0.013119657679104476,-0.010331009752918457,DIFFERENT,-0.011614978517610383,-0.01332206987240886,-0.009931112471349292,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-50.51526632216118
