sweep,method,target_mode,seed,beta,m,H,omega_out,omega_in,s,phi,B0,gamma,N,dt,n_steps,fr_every,target_ema_rate,score_clip,max_event_fraction,ess_window_steps,final_l2_f,final_l2_fp,int_l2_f,int_l2_fp,final_ess,final_cross,final_occ,final_denom0,n_die,n_clone,repl_fraction,n_fr_apply,score_std,delta_f_energetic,delta_f_entropic
main,fr_estimated,estimated,4,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.027880360356124116,0.14343585111617843,2.0517503834613553,6.6159790225365445,131.0,125614.0,0.07421875,9998996.380977483,12485.0,10249.0,0.00555029296875,8000.0,0.103258271642651,0.19999999999999996,1.8
main,fr_estimated,estimated,5,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02494041636987921,0.1488705909665064,1.7861318713180394,6.697187776495403,117.0,125806.0,0.09375,9978842.530626075,12478.0,10307.0,0.005562744140625,8000.0,0.10299959707488436,0.19999999999999996,1.8
main,fr_estimated,estimated,6,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02832164067481457,0.14115206397904614,2.065236825330193,6.564786543710626,118.0,124077.0,0.115234375,9970904.601194432,12527.0,10397.0,0.0055966796875,8000.0,0.10270057380458672,0.19999999999999996,1.8
main,fr_estimated,estimated,7,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.030435691341287322,0.14363014346242783,2.297191053551155,6.775279280265046,107.0,127200.0,0.109375,10072693.518064978,12551.0,10225.0,0.005560546875,8000.0,0.10235600802975774,0.19999999999999996,1.8
main,fr_estimated,estimated,8,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.026322691835349358,0.14315824502688995,2.1072956656006854,6.659769380391703,100.0,124482.0,0.09765625,9915384.386768036,12526.0,10403.0,0.005597900390625,8000.0,0.1019845363604376,0.19999999999999996,1.8
main,fr_estimated,estimated,9,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.020791953526343308,0.14732814473396388,1.559424117124829,6.600698169790893,129.0,125890.0,0.09765625,9990944.727266567,12472.0,10238.0,0.00554443359375,8000.0,0.10220715790795933,0.19999999999999996,1.8
main,fr_estimated,estimated,0,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.0391378393492753,0.10359414575625664,1.9652095554815436,6.790744908766525,83.0,128988.0,0.091796875,10208895.929156836,16956.0,12425.0,0.007173095703125,8000.0,0.13995068392708102,2.0,0.0
main,fr_estimated,estimated,1,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04084665417589764,0.12118386085650043,2.06235601537207,7.662084428618039,99.0,130114.0,0.099609375,10312183.213596307,18619.0,12842.0,0.007680908203125,8000.0,0.1556972047192632,2.0,0.0
main,fr_estimated,estimated,10,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04060113232087605,0.12712090928604175,2.0662284791002263,7.746622806021293,95.0,129608.0,0.119140625,10316781.08590621,18730.0,13205.0,0.007796630859375,8000.0,0.15974994321568575,2.0,0.0
main,fr_estimated,estimated,11,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.0403334909521498,0.11385018118432823,1.9685910719987696,6.564160804204162,93.0,130891.0,0.099609375,10279568.766668562,17867.0,12750.0,0.007474853515625,8000.0,0.15123619299861557,2.0,0.0
main,fr_estimated,estimated,12,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03966397329353039,0.11039480084019263,1.9265871780039627,6.677149104020055,89.0,130016.0,0.123046875,10269490.396671947,17182.0,12568.0,0.00726318359375,8000.0,0.14617415581123538,2.0,0.0
main,fr_estimated,estimated,13,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.041005696547374466,0.12478517736565506,2.017625793772054,7.726266334932756,93.0,130140.0,0.119140625,10268326.40380698,18802.0,13114.0,0.0077919921875,8000.0,0.1601384714309178,2.0,0.0
main,fr_estimated,estimated,14,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.039868798837150665,0.10907173323779837,2.028300345442748,6.912755861739409,103.0,131188.0,0.080078125,10318237.137967559,17204.0,12338.0,0.00721240234375,8000.0,0.1444997473112197,2.0,0.0
main,fr_estimated,estimated,15,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03979924483195485,0.11743447980035691,1.9756590611451434,7.248332674730388,96.0,128182.0,0.107421875,10194513.071714027,18313.0,12819.0,0.0076005859375,8000.0,0.1520603771633241,2.0,0.0
main,fr_estimated,estimated,16,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03942676634462702,0.10183418848376259,1.874928270609709,6.226342510600142,100.0,126035.0,0.09765625,10093833.653354615,15292.0,11559.0,0.006555419921875,8000.0,0.12633999701584922,2.0,0.0
main,fr_estimated,estimated,17,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04070087083990511,0.11172427444525787,1.9258952631877257,6.3435416082914315,105.0,130133.0,0.095703125,10319530.210133946,17649.0,12649.0,0.00739697265625,8000.0,0.14798144302379793,2.0,0.0
main,fr_estimated,estimated,18,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04071370316431961,0.1193947994850521,1.9803989201558596,6.833994275411749,94.0,129107.0,0.109375,10239426.347838115,17881.0,12836.0,0.007499267578125,8000.0,0.15082414092594137,2.0,0.0
main,fr_estimated,estimated,19,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.039969303147334594,0.11336084230169928,2.0559785334474046,7.253835777602489,92.0,126558.0,0.099609375,10127903.804743364,17302.0,12645.0,0.007311279296875,8000.0,0.1466663624080723,2.0,0.0
main,fr_estimated,estimated,2,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04019712051976098,0.11506523068843581,2.031207337895907,7.219376596769328,101.0,130486.0,0.09765625,10305621.325731946,17640.0,12566.0,0.00737451171875,8000.0,0.14700562664220332,2.0,0.0
main,fr_estimated,estimated,3,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.039585530569427464,0.10574548169049995,2.009322655855394,7.040933659998992,98.0,128775.0,0.1015625,10239688.884036463,17233.0,12518.0,0.007263427734375,8000.0,0.14242475711758823,2.0,0.0
main,fr_estimated,estimated,4,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.039679463275331,0.10514731450144997,1.928540240263535,6.364523279423323,119.0,127399.0,0.1015625,10118039.487478765,16558.0,12365.0,0.007061279296875,8000.0,0.13948543005423478,2.0,0.0
main,fr_estimated,estimated,5,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04022197465672655,0.11154046959755697,1.9912690896734313,6.7493657163613925,99.0,130968.0,0.087890625,10348743.412681973,17204.0,12575.0,0.007270263671875,8000.0,0.1475390599930151,2.0,0.0
main,fr_estimated,estimated,6,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03946109678920299,0.10838068535383268,1.9215207267023775,6.751123142409718,88.0,130831.0,0.091796875,10353789.335653462,17533.0,12571.0,0.007349609375,8000.0,0.147369651515779,2.0,0.0
main,fr_estimated,estimated,7,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04017469651143235,0.10355112034608124,1.9287791509250285,6.327786441340873,100.0,129724.0,0.12109375,10277318.53540769,16565.0,12332.0,0.007054931640625,8000.0,0.1403914147087727,2.0,0.0
main,fr_estimated,estimated,8,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.039695182721693555,0.10658826128855924,1.871472356259646,6.128037965474045,107.0,128516.0,0.1171875,10152213.567917513,17032.0,12367.0,0.007177490234375,8000.0,0.14178296745729993,2.0,0.0
main,fr_estimated,estimated,9,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.039856478730729956,0.10838395001578617,1.9351676830745157,6.462059351554062,91.0,127876.0,0.08984375,10213614.105532028,16654.0,12329.0,0.007075927734375,8000.0,0.13976624393281523,2.0,0.0
main,fr_oracle,oracle,0,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03561833369061133,0.09741873914997368,1.7043748820490858,5.6428835836384446,110.0,116069.0,0.0859375,9164510.816221796,11735.0,11557.0,0.0056865234375,8000.0,0.11315239797108437,1.5,0.5
main,fr_oracle,oracle,1,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03842396616508029,0.10690526286498389,1.7482916781079108,5.365480303932298,122.0,112023.0,0.078125,8886773.78798685,11833.0,11528.0,0.005703369140625,8000.0,0.11260964816088742,1.5,0.5
main,fr_oracle,oracle,10,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03602375587950068,0.09339802617155593,1.7185258204207936,5.231271364716995,108.0,119369.0,0.076171875,9409740.584184054,11664.0,11296.0,0.00560546875,8000.0,0.11320428313336518,1.5,0.5
main,fr_oracle,oracle,11,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03661218263864713,0.09285231294149475,1.730699296485542,5.166327929270497,128.0,115312.0,0.083984375,9265592.289702147,12162.0,10930.0,0.0056376953125,8000.0,0.11303117287113784,1.5,0.5
main,fr_oracle,oracle,12,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03852749980780665,0.10177878608939454,1.720610140824404,5.257076651837511,126.0,112488.0,0.072265625,8900048.430468393,11975.0,11412.0,0.005709716796875,8000.0,0.11394853483132428,1.5,0.5
main,fr_oracle,oracle,13,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03792634641894613,0.10210679941976673,1.7718538333879117,5.252519920177804,107.0,111210.0,0.07421875,8807769.55401315,12029.0,11591.0,0.0057666015625,8000.0,0.11455039649277236,1.5,0.5
main,fr_oracle,oracle,14,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.038609352906030174,0.11086214188705609,1.8375342465123212,6.109889082583546,114.0,107181.0,0.08984375,8480666.699547695,11980.0,11834.0,0.00581396484375,8000.0,0.1171734633860155,1.5,0.5
main,fr_oracle,oracle,15,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04056660671563946,0.11338514599429762,1.9526174749085643,5.979381125312438,114.0,106934.0,0.08203125,8521033.86724029,12037.0,11662.0,0.005785888671875,8000.0,0.11488798753418243,1.5,0.5
main,fr_oracle,oracle,16,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.038621140127246156,0.11266156132951537,1.7347616195107354,5.762392332755711,102.0,108651.0,0.07421875,8563129.679033706,12106.0,11661.0,0.005802490234375,8000.0,0.11667340541479647,1.5,0.5
main,fr_oracle,oracle,17,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.036574886047067476,0.09838710764505226,1.7126964938212483,5.449564269387666,110.0,112301.0,0.08203125,8973134.908989333,11933.0,11412.0,0.005699462890625,8000.0,0.1144189195741367,1.5,0.5
main,fr_oracle,oracle,18,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03972245977038037,0.10536285034383638,1.8613224065514455,5.563208760287989,126.0,110438.0,0.072265625,8740813.674539149,11705.0,11718.0,0.005718505859375,8000.0,0.11501530671068673,1.5,0.5
main,fr_oracle,oracle,19,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.037570348025234894,0.09947214730357404,1.7758423959968368,5.273651839737791,101.0,111887.0,0.083984375,8862942.652762564,12090.0,11363.0,0.005725830078125,8000.0,0.11399596181493277,1.5,0.5
main,fr_oracle,oracle,2,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03825360991193306,0.10173895045864399,1.7183353936864645,5.579194129621554,122.0,113416.0,0.068359375,8977676.401059527,11826.0,11444.0,0.00568115234375,8000.0,0.11417064047109997,1.5,0.5
main,fr_oracle,oracle,3,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.038012353582378935,0.10248851389136611,1.7680256239547778,5.555575437333886,118.0,110880.0,0.064453125,8865621.745613672,12086.0,11478.0,0.0057529296875,8000.0,0.11402980028554846,1.5,0.5
main,fr_oracle,oracle,4,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.037494558437755565,0.09859698952031384,1.711676770602382,5.082432499441409,129.0,115984.0,0.078125,9203963.103049977,11958.0,11617.0,0.005755615234375,8000.0,0.11427235905920825,1.5,0.5
main,fr_oracle,oracle,5,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03838647352555845,0.10280615551641553,1.8372146840700598,5.901106038981888,116.0,110010.0,0.08203125,8799134.053484393,11985.0,11554.0,0.005746826171875,8000.0,0.11334307283535136,1.5,0.5
main,fr_oracle,oracle,6,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03728886978326259,0.09860565009209923,1.8568635948463927,5.539884418846183,121.0,113228.0,0.08203125,9045109.900765983,11898.0,11430.0,0.0056953125,8000.0,0.11524144290799367,1.5,0.5
main,fr_oracle,oracle,7,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03677247817020032,0.0966615147787277,1.7313271465619149,5.587928949099817,119.0,113995.0,0.09375,9019421.495109545,11985.0,11371.0,0.0057021484375,8000.0,0.11299210314654336,1.5,0.5
main,fr_oracle,oracle,8,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03493022846502823,0.08708234978636828,1.6215384400660946,5.211798582767488,120.0,118029.0,0.087890625,9306133.927630547,12001.0,11312.0,0.005691650390625,8000.0,0.11346023254158077,1.5,0.5
main,fr_oracle,oracle,9,4.0,2,1.5,1.0,2.718281828459045,0.25,0.25,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04024681939542583,0.11500928044131085,1.900523119994445,5.927847302688617,123.0,105920.0,0.080078125,8465109.339865126,11934.0,11571.0,0.005738525390625,8000.0,0.11756212659285718,1.5,0.5
main,fr_oracle,oracle,0,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.025290208543655344,0.07511191686424393,1.5410529778445057,4.154903208150033,122.0,106448.0,0.076171875,8415844.687634962,12834.0,11077.0,0.005837646484375,8000.0,0.10992388334976559,1.0,1.0
main,fr_oracle,oracle,1,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.024995483029611208,0.07271981765743397,1.4988875592192037,3.885327688678776,123.0,109949.0,0.072265625,8679210.387242427,12929.0,10963.0,0.0058330078125,8000.0,0.10836548733345902,1.0,1.0
main,fr_oracle,oracle,10,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02592001084573531,0.07556430742470671,1.6058436702527494,4.255547652647433,113.0,104252.0,0.078125,8293322.390173707,12770.0,11072.0,0.00582080078125,8000.0,0.11067290933887095,1.0,1.0
main,fr_oracle,oracle,11,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.025896303089375555,0.07481685704613225,1.3615886561238633,4.098196686928408,113.0,110132.0,0.083984375,8747203.773815712,12851.0,11071.0,0.00584033203125,8000.0,0.10894703798162186,1.0,1.0
main,fr_oracle,oracle,12,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.024026082141160882,0.07206182415563715,1.6637728515441261,4.261207823738999,118.0,106197.0,0.0703125,8427705.82752684,12899.0,11159.0,0.00587353515625,8000.0,0.11089867703410401,1.0,1.0
main,fr_oracle,oracle,13,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.024278067476166735,0.07245733063627076,1.5199138137782708,4.115604225370985,118.0,103199.0,0.08203125,8198926.018493206,12737.0,11038.0,0.005804443359375,8000.0,0.11001138886076364,1.0,1.0
main,fr_oracle,oracle,14,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02232516647154883,0.0672408920569484,1.300418409136371,3.7994723160696577,130.0,110975.0,0.0703125,8798728.09795477,12803.0,11150.0,0.005847900390625,8000.0,0.10870814284627654,1.0,1.0
main,fr_oracle,oracle,15,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.026400874800258864,0.07581548083193207,1.7308017383974532,4.352585410652735,116.0,105418.0,0.076171875,8387438.027359284,12580.0,11051.0,0.005769287109375,8000.0,0.10927022316243185,1.0,1.0
main,fr_oracle,oracle,16,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.029355444925701232,0.07980177771653668,1.6670230394856795,4.305660154953605,113.0,103448.0,0.068359375,8222688.910834843,13014.0,11054.0,0.0058759765625,8000.0,0.1106264997949096,1.0,1.0
main,fr_oracle,oracle,17,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.023286268763496733,0.07037063617213277,1.2485654278817837,3.6593117464809812,129.0,108927.0,0.078125,8640042.243814435,12752.0,11119.0,0.005827880859375,8000.0,0.10845011740564156,1.0,1.0
main,fr_oracle,oracle,18,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.027017147402796062,0.07470906626634667,1.5016296926489594,4.0867365689445085,126.0,107598.0,0.083984375,8478216.454881543,12605.0,11004.0,0.005763916015625,8000.0,0.10889542087674073,1.0,1.0
main,fr_oracle,oracle,19,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.025614190216049347,0.07485733544478253,1.4000905207809617,4.152052736593115,121.0,107373.0,0.064453125,8487022.103685807,12718.0,10837.0,0.005750732421875,8000.0,0.10809400732376416,1.0,1.0
main,fr_oracle,oracle,2,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02311024486229175,0.07011379426538178,1.3559848565518888,3.8641357568327073,121.0,109835.0,0.095703125,8659099.011895156,12813.0,11189.0,0.00585986328125,8000.0,0.10929503375329276,1.0,1.0
main,fr_oracle,oracle,3,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.0251086629290081,0.07233119710688446,1.6357282027523175,4.02746646984304,116.0,108214.0,0.083984375,8540192.559177075,12940.0,11096.0,0.0058681640625,8000.0,0.1109575109105867,1.0,1.0
main,fr_oracle,oracle,4,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.028207864128721078,0.07995323770567454,1.6637043083110765,4.386492861411396,121.0,106400.0,0.076171875,8471882.646562915,12740.0,10788.0,0.005744140625,8000.0,0.10935476664556834,1.0,1.0
main,fr_oracle,oracle,5,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02405491825655335,0.0705896904585849,1.5357192214387747,4.054622137697896,120.0,105627.0,0.0859375,8459396.224725584,12742.0,11164.0,0.00583642578125,8000.0,0.10977497341938852,1.0,1.0
main,fr_oracle,oracle,6,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02574137525180018,0.07778143131171081,1.4756871329761387,4.266746319936055,108.0,105010.0,0.083984375,8365946.1630569855,12667.0,11133.0,0.005810546875,8000.0,0.11027867661759538,1.0,1.0
main,fr_oracle,oracle,7,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02436296920263678,0.07282083096127805,1.462953814705275,4.090439071955108,138.0,109450.0,0.07421875,8691842.487107886,12817.0,11000.0,0.005814697265625,8000.0,0.10824865076926926,1.0,1.0
main,fr_oracle,oracle,8,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02436268777290956,0.07359115979689346,1.4135773368578843,3.761699448722063,115.0,108647.0,0.080078125,8553793.544038478,12890.0,10972.0,0.00582568359375,8000.0,0.11085435567900427,1.0,1.0
main,fr_oracle,oracle,9,4.0,2,1.0,1.0,7.38905609893065,0.25,0.5,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02517869913537452,0.07327493280062283,1.4879438353608725,4.223084153665136,119.0,105834.0,0.076171875,8450770.28771294,12725.0,10894.0,0.005766357421875,8000.0,0.10984457797414451,1.0,1.0
main,fr_oracle,oracle,0,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.013033138259780003,0.07030269004164395,0.9482283416072541,3.331973969079793,116.0,118438.0,0.091796875,9459931.857454637,12764.0,10509.0,0.005681884765625,8000.0,0.1048343270115826,0.5,1.5
main,fr_oracle,oracle,1,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.01642971625643606,0.07852803253340293,1.3417356143098715,3.872175338265615,126.0,118271.0,0.076171875,9342977.95086152,12815.0,10706.0,0.005742431640625,8000.0,0.1076862700757571,0.5,1.5
main,fr_oracle,oracle,10,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.012878718001019725,0.07062140468778003,1.1324261514127585,3.691893646157456,115.0,117920.0,0.087890625,9445415.722120771,12803.0,10499.0,0.00568896484375,8000.0,0.10554595081654279,0.5,1.5
main,fr_oracle,oracle,11,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.014476603843213543,0.07479293001621429,1.2845237584798124,3.870695374411446,130.0,117558.0,0.080078125,9246421.685307262,12591.0,10565.0,0.0056533203125,8000.0,0.10668799891852522,0.5,1.5
main,fr_oracle,oracle,12,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.01371456703531962,0.06647264651008414,1.2710369950188865,3.647271719967359,126.0,117324.0,0.087890625,9242284.23673095,12555.0,10515.0,0.00563232421875,8000.0,0.10556045071665691,0.5,1.5
main,fr_oracle,oracle,13,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.013865691169932415,0.067603886693118,1.4158252471888977,3.8321533521545357,114.0,119093.0,0.087890625,9480668.607311627,12804.0,10739.0,0.005747802734375,8000.0,0.10809644577660103,0.5,1.5
main,fr_oracle,oracle,14,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.013671528303762216,0.06859063084788884,1.2513414233938172,3.6592329649247928,126.0,121808.0,0.07421875,9621477.246842418,12569.0,10650.0,0.005668701171875,8000.0,0.10605897182478051,0.5,1.5
main,fr_oracle,oracle,15,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.016949980873875743,0.07492346938435625,1.333948421451594,3.95689249107522,136.0,112233.0,0.09765625,8917106.239686277,13010.0,10683.0,0.005784423828125,8000.0,0.10583914164438143,0.5,1.5
main,fr_oracle,oracle,16,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.01393044142282237,0.06647474046986347,1.3404596186480096,3.774207985508477,118.0,119067.0,0.08984375,9347665.48409794,12663.0,10650.0,0.005691650390625,8000.0,0.10548560180127092,0.5,1.5
main,fr_oracle,oracle,17,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.014739751903645596,0.07237404357739177,1.0722068768443513,3.614868248270755,118.0,118506.0,0.08984375,9331687.65638099,12892.0,10569.0,0.005727783203125,8000.0,0.10523418925459774,0.5,1.5
main,fr_oracle,oracle,18,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.014468676855715686,0.06892696687363126,1.0827577440215834,3.4859435675934964,126.0,118655.0,0.09375,9367964.836175425,13197.0,10608.0,0.005811767578125,8000.0,0.10566989299688047,0.5,1.5
